"""siteid""","""sitename""","""itemid""","""itemname""","""itemengname""","""itemunit""","""monitordate""","""concentration"""
24,新竹,5,氮氧化物,NOx,ppb,2024-01-10,13
24,新竹,6,一氧化氮,NO,ppb,2024-01-10,0.9
24,新竹,7,二氧化氮,NO2,ppb,2024-01-10,12
24,新竹,8,總碳氫化物,THC,ppm,2024-01-10,2.17
24,新竹,9,非甲烷碳氫化合物,NMHC,ppm,2024-01-10,0.1
24,新竹,10,風速,WIND_SPEED,m/sec,2024-01-10,2.7
24,新竹,14,溫度,AMB_TEMP,℃,2024-01-10,17.7
24,新竹,31,甲烷,CH4,ppm,2024-01-10,2.06
24,新竹,33,細懸浮微粒,PM2.5,μg/m3,2024-01-10,29
24,新竹,38,相對濕度,RH,%,2024-01-10,76
24,新竹,143,小時風速值,WS_HR,m/sec,2024-01-10,2.1
25,頭份,1,二氧化硫,SO2,ppb,2024-01-10,2.1
25,頭份,2,一氧化碳,CO,ppm,2024-01-10,0.38
25,頭份,3,臭氧,O3,ppb,2024-01-10,43.2
25,頭份,4,懸浮微粒,PM10,μg/m3,2024-01-10,43
25,頭份,5,氮氧化物,NOx,ppb,2024-01-10,11.6
25,頭份,6,一氧化氮,NO,ppb,2024-01-10,1.1
25,頭份,7,二氧化氮,NO2,ppb,2024-01-10,10.5
25,頭份,8,總碳氫化物,THC,ppm,2024-01-10,2.14
25,頭份,9,非甲烷碳氫化合物,NMHC,ppm,2024-01-10,0.09
25,頭份,10,風速,WIND_SPEED,m/sec,2024-01-10,2.7
25,頭份,14,溫度,AMB_TEMP,℃,2024-01-10,17.5
25,頭份,31,甲烷,CH4,ppm,2024-01-10,2.04
25,頭份,33,細懸浮微粒,PM2.5,μg/m3,2024-01-10,28.4
25,頭份,38,相對濕度,RH,%,2024-01-10,68
25,頭份,143,小時風速值,WS_HR,m/sec,2024-01-10,2
26,苗栗,1,二氧化硫,SO2,ppb,2024-01-10,2.3
26,苗栗,2,一氧化碳,CO,ppm,2024-01-10,0.36
26,苗栗,3,臭氧,O3,ppb,2024-01-10,38.8
26,苗栗,4,懸浮微粒,PM10,μg/m3,2024-01-10,42
26,苗栗,5,氮氧化物,NOx,ppb,2024-01-10,11.8
26,苗栗,6,一氧化氮,NO,ppb,2024-01-10,1.7
26,苗栗,7,二氧化氮,NO2,ppb,2024-01-10,10
26,苗栗,10,風速,WIND_SPEED,m/sec,2024-01-10,3.8
26,苗栗,14,溫度,AMB_TEMP,℃,2024-01-10,16.9
26,苗栗,33,細懸浮微粒,PM2.5,μg/m3,2024-01-10,24.9
26,苗栗,38,相對濕度,RH,%,2024-01-10,66
26,苗栗,143,小時風速值,WS_HR,m/sec,2024-01-10,3.4
27,三義,1,二氧化硫,SO2,ppb,2024-01-10,1.1
27,三義,2,一氧化碳,CO,ppm,2024-01-10,0.35
27,三義,3,臭氧,O3,ppb,2024-01-10,40.7
27,三義,4,懸浮微粒,PM10,μg/m3,2024-01-10,30
27,三義,5,氮氧化物,NOx,ppb,2024-01-10,7.6
27,三義,6,一氧化氮,NO,ppb,2024-01-10,1
27,三義,7,二氧化氮,NO2,ppb,2024-01-10,6.5
27,三義,10,風速,WIND_SPEED,m/sec,2024-01-10,6.4
27,三義,14,溫度,AMB_TEMP,℃,2024-01-10,14.5
27,三義,32,降雨強度,RAIN_INT,㎜,2024-01-10,0
27,三義,33,細懸浮微粒,PM2.5,μg/m3,2024-01-10,20.7
27,三義,38,相對濕度,RH,%,2024-01-10,79
27,三義,143,小時風速值,WS_HR,m/sec,2024-01-10,6.2
28,豐原,1,二氧化硫,SO2,ppb,2024-01-10,1.7
28,豐原,2,一氧化碳,CO,ppm,2024-01-10,0.32
28,豐原,3,臭氧,O3,ppb,2024-01-10,38.6
28,豐原,4,懸浮微粒,PM10,μg/m3,2024-01-10,26
28,豐原,5,氮氧化物,NOx,ppb,2024-01-10,5.9
28,豐原,6,一氧化氮,NO,ppb,2024-01-10,0.7
28,豐原,7,二氧化氮,NO2,ppb,2024-01-10,5.2
28,豐原,8,總碳氫化物,THC,ppm,2024-01-10,2.12
28,豐原,9,非甲烷碳氫化合物,NMHC,ppm,2024-01-10,0.09
28,豐原,10,風速,WIND_SPEED,m/sec,2024-01-10,2.3
28,豐原,14,溫度,AMB_TEMP,℃,2024-01-10,17.1
28,豐原,31,甲烷,CH4,ppm,2024-01-10,2.02
28,豐原,33,細懸浮微粒,PM2.5,μg/m3,2024-01-10,20
28,豐原,38,相對濕度,RH,%,2024-01-10,62
28,豐原,143,小時風速值,WS_HR,m/sec,2024-01-10,1.8
29,沙鹿,1,二氧化硫,SO2,ppb,2024-01-10,x
29,沙鹿,2,一氧化碳,CO,ppm,2024-01-10,0.32
29,沙鹿,3,臭氧,O3,ppb,2024-01-10,41.3
29,沙鹿,4,懸浮微粒,PM10,μg/m3,2024-01-10,43
29,沙鹿,5,氮氧化物,NOx,ppb,2024-01-10,8.7
29,沙鹿,6,一氧化氮,NO,ppb,2024-01-10,0.8
29,沙鹿,7,二氧化氮,NO2,ppb,2024-01-10,7.7
29,沙鹿,10,風速,WIND_SPEED,m/sec,2024-01-10,4.7
29,沙鹿,14,溫度,AMB_TEMP,℃,2024-01-10,17.9
29,沙鹿,33,細懸浮微粒,PM2.5,μg/m3,2024-01-10,22.6
29,沙鹿,38,相對濕度,RH,%,2024-01-10,65
29,沙鹿,143,小時風速值,WS_HR,m/sec,2024-01-10,0.6
30,大里,1,二氧化硫,SO2,ppb,2024-01-10,1.2
30,大里,2,一氧化碳,CO,ppm,2024-01-10,0.43
30,大里,3,臭氧,O3,ppb,2024-01-10,32
30,大里,4,懸浮微粒,PM10,μg/m3,2024-01-10,29
30,大里,5,氮氧化物,NOx,ppb,2024-01-10,13.7
30,大里,6,一氧化氮,NO,ppb,2024-01-10,0.8
30,大里,7,二氧化氮,NO2,ppb,2024-01-10,12.8
30,大里,8,總碳氫化物,THC,ppm,2024-01-10,2.24
30,大里,9,非甲烷碳氫化合物,NMHC,ppm,2024-01-10,0.1
30,大里,10,風速,WIND_SPEED,m/sec,2024-01-10,2.3
30,大里,14,溫度,AMB_TEMP,℃,2024-01-10,19.1
30,大里,31,甲烷,CH4,ppm,2024-01-10,2.13
30,大里,33,細懸浮微粒,PM2.5,μg/m3,2024-01-10,18.8
30,大里,38,相對濕度,RH,%,2024-01-10,59
30,大里,143,小時風速值,WS_HR,m/sec,2024-01-10,1.9
31,忠明,1,二氧化硫,SO2,ppb,2024-01-10,1.5
31,忠明,2,一氧化碳,CO,ppm,2024-01-10,0.39
31,忠明,3,臭氧,O3,ppb,2024-01-10,36.3
31,忠明,4,懸浮微粒,PM10,μg/m3,2024-01-10,37
31,忠明,5,氮氧化物,NOx,ppb,2024-01-10,11.4
31,忠明,6,一氧化氮,NO,ppb,2024-01-10,0.8
31,忠明,7,二氧化氮,NO2,ppb,2024-01-10,10.5
31,忠明,8,總碳氫化物,THC,ppm,2024-01-10,2.15
31,忠明,9,非甲烷碳氫化合物,NMHC,ppm,2024-01-10,0.09
31,忠明,10,風速,WIND_SPEED,m/sec,2024-01-10,2.2
31,忠明,14,溫度,AMB_TEMP,℃,2024-01-10,18.7
31,忠明,31,甲烷,CH4,ppm,2024-01-10,2.06
31,忠明,33,細懸浮微粒,PM2.5,μg/m3,2024-01-10,23.3
31,忠明,38,相對濕度,RH,%,2024-01-10,64
31,忠明,143,小時風速值,WS_HR,m/sec,2024-01-10,1.7
32,西屯,1,二氧化硫,SO2,ppb,2024-01-10,1.3
32,西屯,2,一氧化碳,CO,ppm,2024-01-10,0.33
32,西屯,3,臭氧,O3,ppb,2024-01-10,40.6
32,西屯,4,懸浮微粒,PM10,μg/m3,2024-01-10,43
32,西屯,5,氮氧化物,NOx,ppb,2024-01-10,9.5
32,西屯,6,一氧化氮,NO,ppb,2024-01-10,1.9
32,西屯,7,二氧化氮,NO2,ppb,2024-01-10,7.5
32,西屯,8,總碳氫化物,THC,ppm,2024-01-10,2.09
32,西屯,9,非甲烷碳氫化合物,NMHC,ppm,2024-01-10,0.04
32,西屯,10,風速,WIND_SPEED,m/sec,2024-01-10,5
32,西屯,14,溫度,AMB_TEMP,℃,2024-01-10,17.7
32,西屯,31,甲烷,CH4,ppm,2024-01-10,2.04
32,西屯,33,細懸浮微粒,PM2.5,μg/m3,2024-01-10,25.6
32,西屯,38,相對濕度,RH,%,2024-01-10,69
32,西屯,143,小時風速值,WS_HR,m/sec,2024-01-10,4.6
33,彰化,1,二氧化硫,SO2,ppb,2024-01-10,0.7
33,彰化,2,一氧化碳,CO,ppm,2024-01-10,0.37
33,彰化,3,臭氧,O3,ppb,2024-01-10,39.5
33,彰化,4,懸浮微粒,PM10,μg/m3,2024-01-10,43
33,彰化,5,氮氧化物,NOx,ppb,2024-01-10,12.2
33,彰化,6,一氧化氮,NO,ppb,2024-01-10,1.4
33,彰化,7,二氧化氮,NO2,ppb,2024-01-10,10.7
33,彰化,8,總碳氫化物,THC,ppm,2024-01-10,2.2
33,彰化,9,非甲烷碳氫化合物,NMHC,ppm,2024-01-10,0.1
33,彰化,10,風速,WIND_SPEED,m/sec,2024-01-10,3.8
33,彰化,14,溫度,AMB_TEMP,℃,2024-01-10,19.5
33,彰化,31,甲烷,CH4,ppm,2024-01-10,2.1
33,彰化,33,細懸浮微粒,PM2.5,μg/m3,2024-01-10,19.3
33,彰化,38,相對濕度,RH,%,2024-01-10,62
33,彰化,143,小時風速值,WS_HR,m/sec,2024-01-10,3.5
34,線西,1,二氧化硫,SO2,ppb,2024-01-10,1.9
34,線西,2,一氧化碳,CO,ppm,2024-01-10,0.36
34,線西,3,臭氧,O3,ppb,2024-01-10,36.1
34,線西,4,懸浮微粒,PM10,μg/m3,2024-01-10,44
34,線西,5,氮氧化物,NOx,ppb,2024-01-10,12.7
34,線西,6,一氧化氮,NO,ppb,2024-01-10,1.6
34,線西,7,二氧化氮,NO2,ppb,2024-01-10,11
34,線西,8,總碳氫化物,THC,ppm,2024-01-10,2.09
34,線西,9,非甲烷碳氫化合物,NMHC,ppm,2024-01-10,0.05
34,線西,10,風速,WIND_SPEED,m/sec,2024-01-10,6.6
34,線西,14,溫度,AMB_TEMP,℃,2024-01-10,18.3
34,線西,31,甲烷,CH4,ppm,2024-01-10,2.04
34,線西,33,細懸浮微粒,PM2.5,μg/m3,2024-01-10,21.2
34,線西,38,相對濕度,RH,%,2024-01-10,68
34,線西,143,小時風速值,WS_HR,m/sec,2024-01-10,6.2
35,二林,1,二氧化硫,SO2,ppb,2024-01-10,2
35,二林,2,一氧化碳,CO,ppm,2024-01-10,0.36
35,二林,3,臭氧,O3,ppb,2024-01-10,42.7
35,二林,4,懸浮微粒,PM10,μg/m3,2024-01-10,88
35,二林,5,氮氧化物,NOx,ppb,2024-01-10,9
35,二林,6,一氧化氮,NO,ppb,2024-01-10,0.3
35,二林,7,二氧化氮,NO2,ppb,2024-01-10,8.6
35,二林,8,總碳氫化物,THC,ppm,2024-01-10,2.06
35,二林,9,非甲烷碳氫化合物,NMHC,ppm,2024-01-10,0.05
35,二林,10,風速,WIND_SPEED,m/sec,2024-01-10,5.2
35,二林,14,溫度,AMB_TEMP,℃,2024-01-10,18.6
35,二林,31,甲烷,CH4,ppm,2024-01-10,2.02
35,二林,33,細懸浮微粒,PM2.5,μg/m3,2024-01-10,28
35,二林,38,相對濕度,RH,%,2024-01-10,64
35,二林,143,小時風速值,WS_HR,m/sec,2024-01-10,4.9
36,南投,1,二氧化硫,SO2,ppb,2024-01-10,0.8
36,南投,2,一氧化碳,CO,ppm,2024-01-10,0.46
36,南投,3,臭氧,O3,ppb,2024-01-10,23.1
36,南投,4,懸浮微粒,PM10,μg/m3,2024-01-10,47
36,南投,5,氮氧化物,NOx,ppb,2024-01-10,18.4
36,南投,6,一氧化氮,NO,ppb,2024-01-10,3.3
36,南投,7,二氧化氮,NO2,ppb,2024-01-10,15
36,南投,8,總碳氫化物,THC,ppm,2024-01-10,2.25
36,南投,9,非甲烷碳氫化合物,NMHC,ppm,2024-01-10,0.14
36,南投,10,風速,WIND_SPEED,m/sec,2024-01-10,1.5
36,南投,14,溫度,AMB_TEMP,℃,2024-01-10,18.4
36,南投,31,甲烷,CH4,ppm,2024-01-10,2.11
36,南投,33,細懸浮微粒,PM2.5,μg/m3,2024-01-10,27.9
36,南投,38,相對濕度,RH,%,2024-01-10,66
36,南投,143,小時風速值,WS_HR,m/sec,2024-01-10,1.2
37,斗六,1,二氧化硫,SO2,ppb,2024-01-10,1.6
37,斗六,2,一氧化碳,CO,ppm,2024-01-10,0.41
37,斗六,3,臭氧,O3,ppb,2024-01-10,30.3
37,斗六,4,懸浮微粒,PM10,μg/m3,2024-01-10,62
37,斗六,5,氮氧化物,NOx,ppb,2024-01-10,14.4
37,斗六,6,一氧化氮,NO,ppb,2024-01-10,1.7
37,斗六,7,二氧化氮,NO2,ppb,2024-01-10,12.6
37,斗六,8,總碳氫化物,THC,ppm,2024-01-10,2.21
37,斗六,9,非甲烷碳氫化合物,NMHC,ppm,2024-01-10,0.12
37,斗六,10,風速,WIND_SPEED,m/sec,2024-01-10,2.2
37,斗六,14,溫度,AMB_TEMP,℃,2024-01-10,18.4
37,斗六,31,甲烷,CH4,ppm,2024-01-10,2.09
37,斗六,33,細懸浮微粒,PM2.5,μg/m3,2024-01-10,30.9
37,斗六,38,相對濕度,RH,%,2024-01-10,68
37,斗六,143,小時風速值,WS_HR,m/sec,2024-01-10,1.9
38,崙背,1,二氧化硫,SO2,ppb,2024-01-10,1.6
38,崙背,2,一氧化碳,CO,ppm,2024-01-10,0.36
38,崙背,3,臭氧,O3,ppb,2024-01-10,38.3
38,崙背,4,懸浮微粒,PM10,μg/m3,2024-01-10,54
38,崙背,5,氮氧化物,NOx,ppb,2024-01-10,8.7
38,崙背,6,一氧化氮,NO,ppb,2024-01-10,0.7
38,崙背,7,二氧化氮,NO2,ppb,2024-01-10,7.9
38,崙背,8,總碳氫化物,THC,ppm,2024-01-10,2.16
38,崙背,9,非甲烷碳氫化合物,NMHC,ppm,2024-01-10,0.05
38,崙背,10,風速,WIND_SPEED,m/sec,2024-01-10,2.2
38,崙背,14,溫度,AMB_TEMP,℃,2024-01-10,18.9
38,崙背,31,甲烷,CH4,ppm,2024-01-10,2.1
38,崙背,33,細懸浮微粒,PM2.5,μg/m3,2024-01-10,29.2
38,崙背,38,相對濕度,RH,%,2024-01-10,62
38,崙背,143,小時風速值,WS_HR,m/sec,2024-01-10,1.7
39,新港,1,二氧化硫,SO2,ppb,2024-01-10,0.8
39,新港,2,一氧化碳,CO,ppm,2024-01-10,0.34
39,新港,3,臭氧,O3,ppb,2024-01-10,40.9
39,新港,4,懸浮微粒,PM10,μg/m3,2024-01-10,61
39,新港,5,氮氧化物,NOx,ppb,2024-01-10,10
39,新港,6,一氧化氮,NO,ppb,2024-01-10,1
39,新港,7,二氧化氮,NO2,ppb,2024-01-10,8.9
39,新港,10,風速,WIND_SPEED,m/sec,2024-01-10,4.2
39,新港,14,溫度,AMB_TEMP,℃,2024-01-10,18.5
39,新港,33,細懸浮微粒,PM2.5,μg/m3,2024-01-10,26
39,新港,38,相對濕度,RH,%,2024-01-10,62
39,新港,143,小時風速值,WS_HR,m/sec,2024-01-10,3.7
40,朴子,1,二氧化硫,SO2,ppb,2024-01-10,2.4
40,朴子,2,一氧化碳,CO,ppm,2024-01-10,0.37
40,朴子,3,臭氧,O3,ppb,2024-01-10,38.8
40,朴子,4,懸浮微粒,PM10,μg/m3,2024-01-10,65
40,朴子,5,氮氧化物,NOx,ppb,2024-01-10,9.1
40,朴子,6,一氧化氮,NO,ppb,2024-01-10,1.2
40,朴子,7,二氧化氮,NO2,ppb,2024-01-10,7.8
40,朴子,10,風速,WIND_SPEED,m/sec,2024-01-10,2.3
40,朴子,14,溫度,AMB_TEMP,℃,2024-01-10,18.6
40,朴子,33,細懸浮微粒,PM2.5,μg/m3,2024-01-10,27.9
40,朴子,38,相對濕度,RH,%,2024-01-10,65
40,朴子,143,小時風速值,WS_HR,m/sec,2024-01-10,1.7
41,臺西,1,二氧化硫,SO2,ppb,2024-01-10,1.6
41,臺西,2,一氧化碳,CO,ppm,2024-01-10,0.31
41,臺西,3,臭氧,O3,ppb,2024-01-10,46.8
41,臺西,4,懸浮微粒,PM10,μg/m3,2024-01-10,46
41,臺西,5,氮氧化物,NOx,ppb,2024-01-10,6.2
41,臺西,6,一氧化氮,NO,ppb,2024-01-10,1
41,臺西,7,二氧化氮,NO2,ppb,2024-01-10,5
41,臺西,8,總碳氫化物,THC,ppm,2024-01-10,2.09
41,臺西,9,非甲烷碳氫化合物,NMHC,ppm,2024-01-10,0.05
41,臺西,10,風速,WIND_SPEED,m/sec,2024-01-10,7.5
41,臺西,14,溫度,AMB_TEMP,℃,2024-01-10,18.9
41,臺西,31,甲烷,CH4,ppm,2024-01-10,2.04
41,臺西,33,細懸浮微粒,PM2.5,μg/m3,2024-01-10,18.1
41,臺西,38,相對濕度,RH,%,2024-01-10,70
41,臺西,143,小時風速值,WS_HR,m/sec,2024-01-10,7.2
42,嘉義,1,二氧化硫,SO2,ppb,2024-01-10,1.9
42,嘉義,2,一氧化碳,CO,ppm,2024-01-10,0.42
42,嘉義,3,臭氧,O3,ppb,2024-01-10,30.2
42,嘉義,4,懸浮微粒,PM10,μg/m3,2024-01-10,52
42,嘉義,5,氮氧化物,NOx,ppb,2024-01-10,15.2
42,嘉義,6,一氧化氮,NO,ppb,2024-01-10,1.4
42,嘉義,7,二氧化氮,NO2,ppb,2024-01-10,13.6
42,嘉義,8,總碳氫化物,THC,ppm,2024-01-10,2.21
42,嘉義,9,非甲烷碳氫化合物,NMHC,ppm,2024-01-10,0.13
42,嘉義,10,風速,WIND_SPEED,m/sec,2024-01-10,3.2
42,嘉義,14,溫度,AMB_TEMP,℃,2024-01-10,18.6
42,嘉義,31,甲烷,CH4,ppm,2024-01-10,2.08
42,嘉義,33,細懸浮微粒,PM2.5,μg/m3,2024-01-10,30.3
42,嘉義,38,相對濕度,RH,%,2024-01-10,66
42,嘉義,143,小時風速值,WS_HR,m/sec,2024-01-10,2.9
43,新營,1,二氧化硫,SO2,ppb,2024-01-10,1.4
43,新營,2,一氧化碳,CO,ppm,2024-01-10,0.36
43,新營,3,臭氧,O3,ppb,2024-01-10,28
43,新營,4,懸浮微粒,PM10,μg/m3,2024-01-10,54
43,新營,5,氮氧化物,NOx,ppb,2024-01-10,15.9
43,新營,6,一氧化氮,NO,ppb,2024-01-10,1.2
43,新營,7,二氧化氮,NO2,ppb,2024-01-10,14.6
43,新營,8,總碳氫化物,THC,ppm,2024-01-10,2.27
43,新營,9,非甲烷碳氫化合物,NMHC,ppm,2024-01-10,0.07
43,新營,10,風速,WIND_SPEED,m/sec,2024-01-10,3
43,新營,14,溫度,AMB_TEMP,℃,2024-01-10,18.6
43,新營,31,甲烷,CH4,ppm,2024-01-10,2.2
43,新營,33,細懸浮微粒,PM2.5,μg/m3,2024-01-10,25.4
43,新營,38,相對濕度,RH,%,2024-01-10,65
43,新營,143,小時風速值,WS_HR,m/sec,2024-01-10,2.7
44,善化,1,二氧化硫,SO2,ppb,2024-01-10,1.8
44,善化,2,一氧化碳,CO,ppm,2024-01-10,0.34
44,善化,3,臭氧,O3,ppb,2024-01-10,34.8
44,善化,4,懸浮微粒,PM10,μg/m3,2024-01-10,51
44,善化,5,氮氧化物,NOx,ppb,2024-01-10,12.6
44,善化,6,一氧化氮,NO,ppb,2024-01-10,1.6
44,善化,7,二氧化氮,NO2,ppb,2024-01-10,11
44,善化,10,風速,WIND_SPEED,m/sec,2024-01-10,4.5
44,善化,14,溫度,AMB_TEMP,℃,2024-01-10,18.7
44,善化,33,細懸浮微粒,PM2.5,μg/m3,2024-01-10,27.8
44,善化,38,相對濕度,RH,%,2024-01-10,69
44,善化,143,小時風速值,WS_HR,m/sec,2024-01-10,4.4
45,安南,1,二氧化硫,SO2,ppb,2024-01-10,1.5
45,安南,2,一氧化碳,CO,ppm,2024-01-10,0.4
45,安南,3,臭氧,O3,ppb,2024-01-10,36.2
45,安南,4,懸浮微粒,PM10,μg/m3,2024-01-10,68
45,安南,5,氮氧化物,NOx,ppb,2024-01-10,12.6
45,安南,6,一氧化氮,NO,ppb,2024-01-10,1.4
45,安南,7,二氧化氮,NO2,ppb,2024-01-10,11.1
45,安南,8,總碳氫化物,THC,ppm,2024-01-10,2.2
45,安南,9,非甲烷碳氫化合物,NMHC,ppm,2024-01-10,0.07
45,安南,10,風速,WIND_SPEED,m/sec,2024-01-10,3.3
45,安南,14,溫度,AMB_TEMP,℃,2024-01-10,19.2
45,安南,31,甲烷,CH4,ppm,2024-01-10,2.12
45,安南,33,細懸浮微粒,PM2.5,μg/m3,2024-01-10,27.9
45,安南,38,相對濕度,RH,%,2024-01-10,64
45,安南,143,小時風速值,WS_HR,m/sec,2024-01-10,2.9
46,臺南,1,二氧化硫,SO2,ppb,2024-01-10,1.5
46,臺南,2,一氧化碳,CO,ppm,2024-01-10,0.38
46,臺南,3,臭氧,O3,ppb,2024-01-10,37.5
46,臺南,4,懸浮微粒,PM10,μg/m3,2024-01-10,59
46,臺南,5,氮氧化物,NOx,ppb,2024-01-10,14.2
46,臺南,6,一氧化氮,NO,ppb,2024-01-10,1.1
46,臺南,7,二氧化氮,NO2,ppb,2024-01-10,13
46,臺南,8,總碳氫化物,THC,ppm,2024-01-10,2.19
46,臺南,9,非甲烷碳氫化合物,NMHC,ppm,2024-01-10,0.09
46,臺南,10,風速,WIND_SPEED,m/sec,2024-01-10,3.8
46,臺南,14,溫度,AMB_TEMP,℃,2024-01-10,19.5
46,臺南,31,甲烷,CH4,ppm,2024-01-10,2.09
46,臺南,33,細懸浮微粒,PM2.5,μg/m3,2024-01-10,30.4
46,臺南,38,相對濕度,RH,%,2024-01-10,67
46,臺南,143,小時風速值,WS_HR,m/sec,2024-01-10,3.5
47,美濃,1,二氧化硫,SO2,ppb,2024-01-10,0.3
47,美濃,2,一氧化碳,CO,ppm,2024-01-10,0.36
47,美濃,3,臭氧,O3,ppb,2024-01-10,33.4
47,美濃,4,懸浮微粒,PM10,μg/m3,2024-01-10,49
47,美濃,5,氮氧化物,NOx,ppb,2024-01-10,8.5
47,美濃,6,一氧化氮,NO,ppb,2024-01-10,1
47,美濃,7,二氧化氮,NO2,ppb,2024-01-10,7.4
47,美濃,10,風速,WIND_SPEED,m/sec,2024-01-10,1
47,美濃,14,溫度,AMB_TEMP,℃,2024-01-10,20.5
47,美濃,33,細懸浮微粒,PM2.5,μg/m3,2024-01-10,26.7
47,美濃,38,相對濕度,RH,%,2024-01-10,77
47,美濃,143,小時風速值,WS_HR,m/sec,2024-01-10,0.7
48,橋頭,1,二氧化硫,SO2,ppb,2024-01-10,1.3
48,橋頭,2,一氧化碳,CO,ppm,2024-01-10,0.4
48,橋頭,3,臭氧,O3,ppb,2024-01-10,32.8
48,橋頭,4,懸浮微粒,PM10,μg/m3,2024-01-10,60
48,橋頭,5,氮氧化物,NOx,ppb,2024-01-10,16.8
48,橋頭,6,一氧化氮,NO,ppb,2024-01-10,1.7
48,橋頭,7,二氧化氮,NO2,ppb,2024-01-10,15
48,橋頭,8,總碳氫化物,THC,ppm,2024-01-10,2.22
48,橋頭,9,非甲烷碳氫化合物,NMHC,ppm,2024-01-10,0.11
48,橋頭,10,風速,WIND_SPEED,m/sec,2024-01-10,3.2
48,橋頭,14,溫度,AMB_TEMP,℃,2024-01-10,19.9
48,橋頭,31,甲烷,CH4,ppm,2024-01-10,2.11
48,橋頭,33,細懸浮微粒,PM2.5,μg/m3,2024-01-10,33.5
48,橋頭,38,相對濕度,RH,%,2024-01-10,68
48,橋頭,143,小時風速值,WS_HR,m/sec,2024-01-10,2.9
49,仁武,1,二氧化硫,SO2,ppb,2024-01-10,0.9
49,仁武,2,一氧化碳,CO,ppm,2024-01-10,0.43
49,仁武,3,臭氧,O3,ppb,2024-01-10,31.3
49,仁武,4,懸浮微粒,PM10,μg/m3,2024-01-10,54
49,仁武,5,氮氧化物,NOx,ppb,2024-01-10,18.9
49,仁武,6,一氧化氮,NO,ppb,2024-01-10,2.3
49,仁武,7,二氧化氮,NO2,ppb,2024-01-10,16.5
49,仁武,8,總碳氫化物,THC,ppm,2024-01-10,2.23
49,仁武,9,非甲烷碳氫化合物,NMHC,ppm,2024-01-10,0.14
49,仁武,10,風速,WIND_SPEED,m/sec,2024-01-10,3.8
49,仁武,14,溫度,AMB_TEMP,℃,2024-01-10,19.5
49,仁武,31,甲烷,CH4,ppm,2024-01-10,2.08
49,仁武,33,細懸浮微粒,PM2.5,μg/m3,2024-01-10,36.2
49,仁武,38,相對濕度,RH,%,2024-01-10,69
49,仁武,143,小時風速值,WS_HR,m/sec,2024-01-10,3.5
50,鳳山,1,二氧化硫,SO2,ppb,2024-01-10,1.9
50,鳳山,2,一氧化碳,CO,ppm,2024-01-10,0.61
50,鳳山,3,臭氧,O3,ppb,2024-01-10,27.9
50,鳳山,4,懸浮微粒,PM10,μg/m3,2024-01-10,66
50,鳳山,5,氮氧化物,NOx,ppb,2024-01-10,23.8
50,鳳山,6,一氧化氮,NO,ppb,2024-01-10,3.7
50,鳳山,7,二氧化氮,NO2,ppb,2024-01-10,19.9
50,鳳山,8,總碳氫化物,THC,ppm,2024-01-10,2.38
50,鳳山,9,非甲烷碳氫化合物,NMHC,ppm,2024-01-10,0.2
50,鳳山,10,風速,WIND_SPEED,m/sec,2024-01-10,1.3
50,鳳山,14,溫度,AMB_TEMP,℃,2024-01-10,20.7
50,鳳山,31,甲烷,CH4,ppm,2024-01-10,2.18
50,鳳山,33,細懸浮微粒,PM2.5,μg/m3,2024-01-10,34.3
50,鳳山,38,相對濕度,RH,%,2024-01-10,65
50,鳳山,143,小時風速值,WS_HR,m/sec,2024-01-10,1
51,大寮,1,二氧化硫,SO2,ppb,2024-01-10,1.4
51,大寮,2,一氧化碳,CO,ppm,2024-01-10,0.4
51,大寮,3,臭氧,O3,ppb,2024-01-10,31.9
51,大寮,4,懸浮微粒,PM10,μg/m3,2024-01-10,64
51,大寮,5,氮氧化物,NOx,ppb,2024-01-10,17.9
51,大寮,6,一氧化氮,NO,ppb,2024-01-10,2.1
51,大寮,7,二氧化氮,NO2,ppb,2024-01-10,15.7
51,大寮,8,總碳氫化物,THC,ppm,2024-01-10,2.22
51,大寮,9,非甲烷碳氫化合物,NMHC,ppm,2024-01-10,0.11
51,大寮,10,風速,WIND_SPEED,m/sec,2024-01-10,1.9
51,大寮,14,溫度,AMB_TEMP,℃,2024-01-10,20.8
51,大寮,31,甲烷,CH4,ppm,2024-01-10,2.1
51,大寮,33,細懸浮微粒,PM2.5,μg/m3,2024-01-10,35.5
51,大寮,38,相對濕度,RH,%,2024-01-10,68
51,大寮,143,小時風速值,WS_HR,m/sec,2024-01-10,1.7
52,林園,1,二氧化硫,SO2,ppb,2024-01-10,1.6
52,林園,2,一氧化碳,CO,ppm,2024-01-10,0.45
52,林園,3,臭氧,O3,ppb,2024-01-10,30.2
52,林園,4,懸浮微粒,PM10,μg/m3,2024-01-10,77
52,林園,5,氮氧化物,NOx,ppb,2024-01-10,21.7
52,林園,6,一氧化氮,NO,ppb,2024-01-10,1.2
52,林園,7,二氧化氮,NO2,ppb,2024-01-10,20.5
52,林園,8,總碳氫化物,THC,ppm,2024-01-10,2.5
52,林園,9,非甲烷碳氫化合物,NMHC,ppm,2024-01-10,0.34
52,林園,10,風速,WIND_SPEED,m/sec,2024-01-10,2.7
52,林園,14,溫度,AMB_TEMP,℃,2024-01-10,21.4
52,林園,31,甲烷,CH4,ppm,2024-01-10,2.16
52,林園,33,細懸浮微粒,PM2.5,μg/m3,2024-01-10,36.5
